名称,武器分类,基础准度,静止射击准度,移动射击准度,被瞄准射击准度,存在距离加成,最大连射奖励次数,最小散步,最大散步,散射角度,散射无规律,造成状态效果概率,对地最小射程,对直升机最小射程,对固定翼最小射程,对地最大射程,对直升机最大射程,对固定翼最大射程,伤害类别,伤害类型索引,基底伤害量,物理伤害溅射半径,压制伤害,压制伤害建设半径,允许未命中造成压制伤害,武器穿深进化类型,引导方式,瞄准时间,装填时间,发射间隔时间,可发射次数,校准射击瞄准时间修正系数,校准射击散步修正系数,补给消耗,投射物类型,烟雾类型,单一锁敌,乱序射击,可穿甲,可移动射击,可直接瞄准,可曲射射击,可盲射,盲射射击次数,可杀伤固定翼,瞄准目标中心,强制造成对顶伤害,造成着火效果,造成着火概率,无友军伤害,射击隐匿惩罚,串联武器,子弹药描述,展示连射准度,面板消耗弹药数量,效果间隔,弹药类型,对地最小射程,对地最大射程,投射物最小射程,高度射程
Ammo_M1A1_Bazooka_Rocketgun,MinMax_Bazooka,否,80,否,否,无,无,73.04974175,146.0994835,否,无,否,2045.3927689999998,无,无,3652.4870874999997,无,无,无,无,1.2,233.7591736,180.0,788.9372109,无,无,无,否,8.0,是,是,是,无,100,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,否,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,是,是,EArmeType/Roquette,2045.3927689999998,3652.4870874999997,0.0,73.04974175
Ammo_M1_Carabine,MinMax_Rifle,否,60,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,4382.984504999999,无,无,无,无,0.15,2.92198967,5.0,146.0994835,无,无,无,是,3.0,是,10,是,无,7,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,8.64,无,无,无,15,0.2,EArmeType/Balle,0.0,4382.984504999999,0.0,无
Ammo_M1_Carabine_x10,MinMax_Rifle,否,60,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,4382.984504999999,无,无,无,无,1.5,2.92198967,23.0,292.198967,无,无,无,是,3.0,是,10,是,无,60,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,8.64,无,无,无,150,0.2,EArmeType/Balle,0.0,4382.984504999999,0.0,无
Ammo_M1_Carabine_x11,MinMax_Rifle,否,60,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,4382.984504999999,无,无,无,无,1.25,2.92198967,25.0,292.198967,无,无,无,是,3.0,是,10,是,无,60,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,8.64,无,无,无,165,0.2,EArmeType/Balle,0.0,4382.984504999999,0.0,无
Ammo_M1_Carabine_x2,MinMax_Rifle,否,60,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,4382.984504999999,无,无,无,无,0.3,2.92198967,7.0,146.0994835,无,无,无,是,3.0,是,10,是,无,15,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,8.64,无,无,无,30,0.2,EArmeType/Balle,0.0,4382.984504999999,0.0,无
Ammo_M1_Carabine_x3,MinMax_Rifle,否,60,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,4382.984504999999,无,无,无,无,0.45,2.92198967,9.0,146.0994835,无,无,无,是,3.0,是,10,是,无,22,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,8.64,无,无,无,45,0.2,EArmeType/Balle,0.0,4382.984504999999,0.0,无
Ammo_M1_Carabine_x4,MinMax_Rifle,否,60,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,4382.984504999999,无,无,无,无,0.6,2.92198967,11.0,219.14922525,无,无,无,是,3.0,是,10,是,无,30,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,8.64,无,无,无,60,0.2,EArmeType/Balle,0.0,4382.984504999999,0.0,无
Ammo_M1_Carabine_x5,MinMax_Rifle,否,60,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,4382.984504999999,无,无,无,无,0.75,2.92198967,13.0,219.14922525,无,无,无,是,3.0,是,10,是,无,37,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,8.64,无,无,无,75,0.2,EArmeType/Balle,0.0,4382.984504999999,0.0,无
Ammo_M1_Carabine_x8,MinMax_Rifle,否,60,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,4382.984504999999,无,无,无,无,1.2,2.92198967,19.0,292.198967,无,无,无,是,3.0,是,10,是,无,60,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,8.64,无,无,无,120,0.2,EArmeType/Balle,0.0,4382.984504999999,0.0,无
Ammo_M1_Garand,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,0.15,2.92198967,5.0,146.0994835,无,无,无,是,3.0,1.8,8,是,无,4,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,8,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_M1_Garand_x10,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,1.5,2.92198967,23.0,365.24870875,无,无,无,是,3.0,1.8,8,是,无,40,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,80,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_M1_Garand_x11,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,1.65,2.92198967,25.0,365.24870875,无,无,无,是,3.0,1.8,8,是,无,44,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,88,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_M1_Garand_x13,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,1.95,2.92198967,29.0,438.2984505,无,无,无,是,3.0,1.8,8,是,无,52,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,104,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_M1_Garand_x2,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,0.3,2.92198967,7.0,146.0994835,无,无,无,是,3.0,1.8,8,是,无,8,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,16,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_M1_Garand_x3,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,0.45,2.92198967,9.0,146.0994835,无,无,无,是,3.0,1.8,8,是,无,12,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,24,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_M1_Garand_x5,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,0.75,2.92198967,13.0,219.14922525,无,无,无,是,3.0,1.8,8,是,无,20,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,40,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_M1_Garand_x6,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,0.9,2.92198967,15.0,219.14922525,无,无,无,是,3.0,1.8,8,是,无,24,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,48,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_M1_Garand_x7,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,1.05,2.92198967,17.0,292.198967,无,无,无,是,3.0,1.8,8,是,无,28,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,56,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_M1_Garand_x8,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,1.2,2.92198967,19.0,292.198967,无,无,无,是,3.0,1.8,8,是,无,32,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,64,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_M1_Garand_x9,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,1.35,2.92198967,21.0,292.198967,无,无,无,是,3.0,1.8,8,是,无,36,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,72,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_M2_90mm_AA,MinMax_DUALGUN,否,8,否,否,无,-1,58.4397934,146.0994835,否,无,22,0.0,无,无,0.0,无,无,无,无,5.1,525.9581406,459.0,2629.7907029999997,无,无,无,是,3.3,3.3,是,是,无,44,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,16.8,无,无,无,是,3.3,EArmeType/BalleDCA,0.0,0.0,0.0,无
Ammo_M2_90mm_AP,MinMax_GUN,否,40,10,否,无,3,无,58.4397934,否,无,100,0.0,无,无,29219.896699999998,无,无,无,无,8.0,2.92198967,174.0,508.42620258,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_2000m,无,4.0,5.0,5.0,是,是,无,44,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,16.8,无,无,无,是,5.0,EArmeType/AP_32,0.0,29219.896699999998,0.0,189.92932854999998
Ammo_M2_90mm_HE,MinMax_DUALGUN,否,10,10,否,无,7,无,61.361783069999994,否,无,否,0.0,无,无,29219.896699999998,无,无,无,无,1.76,233.7591736,152.0,774.32726255,无,无,无,4.0,5.0,5.0,是,是,无,44,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,16.8,无,无,无,是,5.0,EArmeType/HE,0.0,29219.896699999998,0.0,189.92932854999998
Ammo_M2_Browning_12_7mm_Nose_AirAir,MinMax_MGAir,否,60,60,否,无,-1,29.2198967,43.829845049999996,否,无,13,0.0,无,无,0.0,无,无,无,无,0.555,2.92198967,6.0,292.198967,无,无,无,否,0.8,0.8,2,是,无,28,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,20,0.2,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_M2_Browning_12_7mm_Nose_AirSol,MinMax_MGAir,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,0.56,17.53193802,28.0,292.198967,无,无,无,否,0.8,0.8,是,是,无,28,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,20,0.2,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_M2_Browning_12_7mm_Nose_x2_AirAir,MinMax_MGAir,否,60,60,否,无,-1,29.2198967,43.829845049999996,否,无,13,0.0,无,无,0.0,无,无,无,无,1.12,2.92198967,11.0,292.198967,无,无,无,否,0.8,0.8,2,是,无,56,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,40,0.1,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_M2_Browning_12_7mm_Nose_x2_AirSol,MinMax_MGAir,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,1.12,49.67382439,56.0,365.24870875,无,无,无,否,0.8,0.8,是,是,无,56,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,40,0.1,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_M2_Browning_12_7mm_Nose_x4_AirAir,MinMax_MGAir,否,60,60,否,无,-1,29.2198967,43.829845049999996,否,无,13,0.0,无,无,0.0,无,无,无,无,3.36,2.92198967,34.0,292.198967,无,无,无,否,0.8,0.8,2,是,无,168,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,80,0.05,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_M2_Browning_12_7mm_Nose_x4_AirSol,MinMax_MGAir,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,2.24,163.63142152,112.0,511.34819224999995,无,无,无,否,0.8,0.8,是,是,无,111,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,80,0.05,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_M2_Browning_12_7mm_Nose_x4_B26_AirAir,MinMax_MGAir,否,60,60,否,无,-1,29.2198967,43.829845049999996,否,无,13,0.0,无,无,0.0,无,无,无,无,3.36,2.92198967,34.0,292.198967,无,无,无,否,0.8,0.8,2,是,无,168,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,80,0.05,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_M2_Browning_12_7mm_Nose_x4_B26_AirSol,MinMax_MGAir,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,14609.948349999999,无,无,无,无,2.24,163.63142152,112.0,511.34819224999995,无,无,无,否,0.8,0.8,是,是,无,111,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,80,0.05,EArmeType/BalleAA,0.0,14609.948349999999,0.0,无
Ammo_M2_Browning_12_7mm_Nose_x6_AirAir,MinMax_MGAir,否,60,60,否,无,-1,29.2198967,43.829845049999996,否,无,13,0.0,无,无,0.0,无,无,无,无,5.04,2.92198967,50.0,292.198967,无,无,无,否,0.78,0.78,2,是,无,168,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,80,0.02,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_M2_Browning_12_7mm_Nose_x6_AirSol,MinMax_MGAir,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,3.36,295.12095667,168.0,657.4476757499999,无,无,无,否,0.78,0.78,是,是,无,111,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,80,0.02,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_M2_Browning_12_7mm_Turret_AirAir,MinMax_MGAir,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,0.0,无,无,无,无,0.56,2.92198967,6.0,730.4974175,无,无,无,是,0.8,0.8,2,是,无,28,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,20,0.2,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_M2_Browning_12_7mm_Turret_B25_AirAir,MinMax_MGAir,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,0.0,无,无,无,无,1.12,2.92198967,11.0,730.4974175,无,无,无,是,0.8,0.8,2,是,无,56,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,20,0.1,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_M2_Browning_12_7mm_Turret_x2_AirAir,MinMax_MGAir,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,0.0,无,无,无,无,1.12,2.92198967,11.0,730.4974175,无,无,无,是,0.8,0.8,2,是,无,56,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,40,0.1,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_M2_Browning_12_7mm_Wings_x2_AirAir,MinMax_MGAir,否,50,50,否,无,-1,29.2198967,43.829845049999996,否,无,13,0.0,无,无,0.0,无,无,无,无,1.12,2.92198967,11.0,292.198967,无,无,无,否,0.8,0.8,2,是,无,56,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,40,0.1,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_M2_Browning_12_7mm_Wings_x2_AirSol,MinMax_MGAir,否,10,10,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,1.12,49.67382439,56.0,365.24870875,无,无,无,否,0.8,0.8,是,是,无,56,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,40,0.1,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_M2_Browning_12_7mm_Wings_x4_AirAir,MinMax_MGAir,否,50,50,否,无,-1,29.2198967,43.829845049999996,否,无,13,0.0,无,无,0.0,无,无,无,无,3.36,2.92198967,34.0,292.198967,无,无,无,否,0.8,0.8,2,是,无,168,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,80,0.05,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_M2_Browning_12_7mm_Wings_x4_AirSol,MinMax_MGAir,否,10,10,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,2.24,163.63142152,112.0,511.34819224999995,无,无,无,否,0.8,0.8,是,是,无,111,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,80,0.05,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_M2_Browning_12_7mm_Wings_x6_AirAir,MinMax_MGAir,否,50,50,否,无,-1,29.2198967,43.829845049999996,否,无,13,0.0,无,无,0.0,无,无,无,无,5.04,2.92198967,50.0,292.198967,无,无,无,否,0.78,0.78,2,是,无,252,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,120,0.02,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_M2_Browning_12_7mm_Wings_x6_AirSol,MinMax_MGAir,否,10,10,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,3.36,295.12095667,168.0,657.4476757499999,无,无,无,否,0.78,0.78,是,是,无,166,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,120,0.02,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_M2_Browning_12_7mm_Wings_x8_AirAir,MinMax_MGAir,否,50,50,否,无,-1,29.2198967,43.829845049999996,否,无,13,0.0,无,无,0.0,无,无,无,无,7.06,2.92198967,71.0,292.198967,无,无,无,否,0.78,0.78,2,是,无,353,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,160,0.02,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_M2_Browning_12_7mm_Wings_x8_AirSol,MinMax_MGAir,否,10,10,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,4.48,523.03615093,224.0,803.5471592499999,无,无,无,否,0.78,0.78,是,是,无,222,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,160,0.02,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_M2_Flamethrower,MinMax_Flame,否,100,100,否,无,无,2.92198967,14.60994835,否,无,否,292.198967,无,无,1460.994835,无,无,无,无,是,87.65969009999999,100.0,146.0994835,无,无,无,2.0,8.0,6.0,4,是,无,100,EProjectileType/Obus,无,无,无,否,无,是,否,无,是,是,是,无,~/Descriptor_Fire_Incendie,0.5,是,100.0,无,无,无,4,6.0,EArmeType/Flamme,292.198967,1460.994835,0.0,87.65969009999999
Ammo_M24_x11,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,1.1,2.92198967,22.0,292.198967,无,无,无,是,3.0,2.0,5,是,无,27,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,55,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_M24_x6,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,0.6,2.92198967,12.0,292.198967,无,无,无,是,3.0,2.0,5,是,无,15,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,30,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_M24x5,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,0.5,2.92198967,10.0,292.198967,无,无,无,是,3.0,2.0,5,是,无,12,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,25,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_M24x7,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,0.7,2.92198967,14.0,292.198967,无,无,无,是,3.0,2.0,5,是,无,17,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,35,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_M24x9,MinMax_Rifle,否,50,15,否,无,无,无,29.2198967,否,无,否,0.0,无,无,7304.974174999999,无,无,无,无,0.9,2.92198967,18.0,292.198967,无,无,无,是,3.0,2.0,5,是,无,22,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.4,无,无,无,45,0.2,EArmeType/Balle,0.0,7304.974174999999,0.0,无
Ammo_M2HB_12_7mm_vehicule,MinMax_Rifle,否,5,否,否,无,-1,无,29.2198967,否,无,13,1460.994835,无,无,10957.461262499999,无,无,无,无,1.5,2.92198967,95.0,584.397934,无,无,无,2.0,3.0,0.8,8,是,无,20,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,16.2,无,无,无,40,0.2,EArmeType/BalleDCA,1460.994835,10957.461262499999,0.0,无
Ammo_M2HB_12_7mm_vehicule_AA,MinMax_AUTOCANAIR,否,10,5,否,无,-1,58.4397934,146.0994835,否,无,2,0.0,无,无,0.0,无,无,无,无,0.33,29.2198967,40.0,438.2984505,无,无,无,否,2.0,0.5,8,是,无,20,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,否,无,无,无,40,0.2,EArmeType/BalleDCA,0.0,0.0,0.0,无
Ammo_M2HB_12_7mm_vehicule_AP,MinMax_Rifle,否,5,否,否,无,-1,无,29.2198967,否,无,否,1460.994835,无,无,10957.461262499999,无,无,无,无,1.5,2.92198967,95.0,584.397934,无,无,无,2.0,3.0,0.8,8,是,无,20,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,16.2,无,无,无,40,0.2,EArmeType/Balle_HMG,1460.994835,10957.461262499999,0.0,无
Ammo_M2HB_12_7mm_vehicule_UIx2,MinMax_Rifle,否,5,否,否,无,-1,无,29.2198967,否,无,13,1460.994835,无,无,10957.461262499999,无,无,无,无,1.5,37.98586571,95.0,584.397934,无,无,无,2.0,3.0,0.8,8,是,无,20,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,16.2,无,无,无,40,0.2,EArmeType/BalleDCA,1460.994835,10957.461262499999,0.0,无
Ammo_M2HB_12_7mm_x2,MinMax_Rifle,否,5,否,否,无,-1,无,29.2198967,否,无,否,1460.994835,无,无,10957.461262499999,无,无,无,无,3.0,2.92198967,190.0,701.2775207999999,无,无,无,2.0,3.0,0.8,8,是,无,40,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,16.2,无,无,无,80,0.2,EArmeType/BalleDCA,1460.994835,10957.461262499999,0.0,无
Ammo_M2HB_12_7mm_x2_AA,MinMax_AUTOCANAIR,否,10,5,否,无,-1,58.4397934,146.0994835,否,无,6,0.0,无,无,0.0,无,无,无,无,0.5,58.4397934,80.0,525.9581406,无,无,无,否,2.0,0.5,8,是,无,40,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,16.2,无,无,无,80,0.2,EArmeType/BalleDCA,0.0,0.0,0.0,无
Ammo_M2_Carabine_Exp_x2,MinMax_Rifle,否,40,20,否,无,无,无,29.2198967,否,无,否,0.0,无,无,4382.984504999999,无,无,无,无,0.3,2.92198967,14.0,146.0994835,无,无,无,是,3.0,0.8,10,是,无,15,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,8.64,无,无,无,30,0.2,EArmeType/Balle,0.0,4382.984504999999,0.0,无
Ammo_M3_Grease_Gun,MinMax_Rifle,否,45,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,0.5,2.92198967,10.0,292.198967,无,无,无,是,3.0,1.9,6,是,无,15,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,30,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_M3_Grease_Gun_x2,MinMax_Rifle,否,45,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,是,2.92198967,16.0,292.198967,无,无,无,是,3.0,1.9,6,是,无,30,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,60,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_M3_Grease_Gun_x3,MinMax_Rifle,否,45,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,1.5,2.92198967,22.0,292.198967,无,无,无,是,3.0,1.9,6,是,无,30,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,60,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_M3_Grease_Gun_x4,MinMax_Rifle,否,45,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,2.0,2.92198967,29.0,350.63876039999997,无,无,无,是,3.0,1.9,6,是,无,60,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,120,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_M3_Grease_Gun_x6,MinMax_Rifle,否,45,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,3.0,2.92198967,42.0,350.63876039999997,无,无,无,是,3.0,1.9,6,是,无,90,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,180,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
